,Num Seq deste Período Letivo,Periodos Cursados,Data Última Alteração Matrícula,Nível de Ensino,Previsão de Término (Letivo),Tipo_Escola_Origem,Fluxo Escolar - Label,Dt Ref Início Matrícula,Idade (Hoje),Matrícula retida?,Cód. da Matriz,Etnia,Periodo Letivo (Num),Última Alteração de Situação,CH. Disc. Obrigatórias,Dt Ref Início Período Letivo,Forma de Oferta (grupo),Ingressantes em  (Ano Letivo),Modalidade do Curso,Estado Aluno,Cód. do Curso,Data Início Período,Forma de Ingresso,Faixa Etária,Sexo,Data Final Período,Ingressantes em (Período Letivo),Duracao curso,CH. Disc. Optativas,Tipo de Modalidade,Tipo de Modalidade (grupo),Estrutura Etária,CH,Campus (Nome),É matrícula retida neste período letivo?,Cidade Aluno
238,3,3,2017-12-29 11:07:00,Técnico,2018/1,E,Evadidos,2016-01-07 00:00:00,29,Dentro do prazo,6427,Parda,20172,2017-12-29 00:00:00,1080,2017-01-07 00:00:00,Subsequente,2016,Subsequente,CE,11201,2017-11-16 00:00:00,Seleção Técnico,25 a 29 anos,M,2018-06-04 00:00:00,20162,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1080,Acaraú,Não Retida,Acaraú
241,5,6,2018-12-27 13:35:00,Técnico,2017/2,E,Evadidos,2016-01-01 00:00:00,23,Fora do prazo,5158,Parda,20182,2018-12-27 00:00:00,1240,2018-01-07 00:00:00,Subsequente,2016,Subsequente,CE,11200,2018-11-26 00:00:00,Seleção Técnico,20 a 24 anos,M,2019-05-22 00:00:00,20161,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1240,Acaraú,Retida,Acaraú
242,1,2,2019-06-14 13:04:00,Técnico,2020/1,P,Evadidos,2018-01-07 00:00:00,24,Dentro do prazo,6427,Parda,20182,2019-06-14 00:00:00,1080,2018-01-07 00:00:00,Subsequente,2018,Subsequente,CE,11201,2018-11-26 00:00:00,Seleção Técnico,20 a 24 anos,M,2019-05-22 00:00:00,20182,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1080,Acaraú,Não Retida,Acaraú
245,1,2,2016-02-26 14:51:00,Técnico,2015/2,E,Evadidos,2015-01-01 00:00:00,26,Dentro do prazo,5929,Parda,20152,2016-02-26 00:00:00,800,2015-01-07 00:00:00,Subsequente,2015,Subsequente,CE,11203,2016-01-25 00:00:00,Seleção Técnico,25 a 29 anos,F,2016-06-22 00:00:00,20151,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Não Retida,Acaraú
248,1,2,2018-12-27 13:40:00,Técnico,2018/2,E,Evadidos,2018-01-01 00:00:00,21,Dentro do prazo,5929,Parda,20182,2018-12-27 00:00:00,800,2018-01-07 00:00:00,Subsequente,2018,Subsequente,CE,11203,2018-11-26 00:00:00,Seleção Extensão,20 a 24 anos,F,2019-05-22 00:00:00,20181,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Não Retida,Acaraú
249,1,1,2016-07-12 00:00:00,Básico,2016/2,E,Evadidos,2016-01-01 00:00:00,32,Dentro do prazo,7275,Não dispõe da informação,20161,2016-07-12 00:00:00,160,2016-01-01 00:00:00,Fic,2016,Fic,CE,111022,2016-07-11 00:00:00,Seleção Extensão,30 a 34 anos,F,2016-11-23 00:00:00,20161,2,0,Regular,Regular,Adulto (20 a 59 anos),160,Acaraú,Não Retida,Acaraú
254,7,6,2018-06-25 19:26:00,Técnico,2016/1,E,Evadidos,2015-01-07 00:00:00,23,Fora do prazo,5929,Não dispõe da informação,20181,2018-06-25 00:00:00,800,2018-01-01 00:00:00,Subsequente,2015,Subsequente,CE,11203,2018-06-04 00:00:00,Seleção Técnico,20 a 24 anos,F,2018-11-26 00:00:00,20152,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Retida,Acaraú
258,1,2,2017-12-29 10:07:00,Técnico,2018/2,E,Evadidos,2017-01-01 00:00:00,26,Dentro do prazo,5158,Parda,20171,2017-12-29 00:00:00,1240,2017-01-01 00:00:00,Subsequente,2017,Subsequente,CE,11200,2017-05-15 00:00:00,Seleção Técnico,25 a 29 anos,M,2017-11-16 00:00:00,20171,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1240,Acaraú,Não Retida,Acaraú
259,1,1,2016-05-20 00:00:00,Básico,2016/1,E,Evadidos,2015-01-07 00:00:00,22,Dentro do prazo,7275,Parda,20152,2016-05-20 00:00:00,160,2015-01-07 00:00:00,Fic,2015,Fic,CE,111022,2016-02-03 00:00:00,Seleção Extensão,20 a 24 anos,F,2016-07-11 00:00:00,20152,2,0,Regular,Regular,Adulto (20 a 59 anos),160,Acaraú,Não Retida,Acaraú
260,1,1,2019-11-07 17:24:00,Técnico,2021/1,E,Evadidos,2019-01-07 00:00:00,20,Dentro do prazo,6427,Parda,20192,2019-11-07 00:00:00,1080,2019-01-07 00:00:00,Subsequente,2019,Subsequente,CE,11201,2019-10-31 00:00:00,Seleção Técnico,20 a 24 anos,M,2020-04-27 00:00:00,20192,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1080,Acaraú,Não Retida,Acaraú
261,1,1,2016-06-06 18:24:00,Básico,2015/2,E,Evadidos,2015-01-07 00:00:00,22,Dentro do prazo,6352,Parda,20152,2016-06-06 00:00:00,60,2015-01-07 00:00:00,Fic,2015,Fic,CE,111019,2016-02-03 00:00:00,Seleção Extensão,20 a 24 anos,M,2016-05-27 00:00:00,20152,1,0,Regular,Regular,Adulto (20 a 59 anos),60,Acaraú,Não Retida,Acaraú
263,1,2,2017-05-12 15:12:00,Técnico,2017/2,E,Evadidos,2016-01-01 00:00:00,22,Dentro do prazo,5158,Parda,20162,2017-05-12 00:00:00,1240,2016-01-07 00:00:00,Subsequente,2016,Subsequente,CE,11200,2016-11-16 00:00:00,Seleção Técnico,20 a 24 anos,M,2017-05-15 00:00:00,20161,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1240,Acaraú,Não Retida,Acaraú
268,1,2,2018-12-27 13:40:00,Técnico,2019/2,E,Evadidos,2018-01-01 00:00:00,33,Dentro do prazo,9894,Parda,20181,2018-12-27 00:00:00,1320,2018-01-01 00:00:00,Subsequente,2018,Subsequente,CE,11205,2018-06-04 00:00:00,Seleção Técnico,30 a 34 anos,M,2018-11-26 00:00:00,20181,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1320,Acaraú,Não Retida,Acaraú
270,1,1,2016-03-29 00:00:00,Básico,2015/2,E,Evadidos,2015-01-07 00:00:00,35,Dentro do prazo,6352,Parda,20152,2016-03-29 00:00:00,60,2015-01-07 00:00:00,Fic,2015,Fic,CE,111019,2016-02-03 00:00:00,Seleção Extensão,35 a 39 anos,M,2016-05-27 00:00:00,20152,1,0,Regular,Regular,Adulto (20 a 59 anos),60,Acaraú,Não Retida,Acaraú
277,1,1,2019-05-29 10:19:00,Técnico,2019/2,E,Evadidos,2019-01-01 00:00:00,31,Dentro do prazo,5929,Branca,20191,2019-05-29 00:00:00,800,2019-01-01 00:00:00,Subsequente,2019,Subsequente,CE,11203,2019-05-22 00:00:00,Seleção Técnico,30 a 34 anos,F,2019-10-31 00:00:00,20191,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Não Retida,Acaraú
286,1,1,2016-07-13 00:00:00,Básico,2016/2,E,Evadidos,2016-01-01 00:00:00,23,Dentro do prazo,7275,Parda,20161,2016-07-13 00:00:00,160,2016-01-01 00:00:00,Fic,2016,Fic,CE,111022,2016-07-11 00:00:00,Seleção Extensão,20 a 24 anos,M,2016-11-23 00:00:00,20161,2,0,Regular,Regular,Adulto (20 a 59 anos),160,Acaraú,Não Retida,Acaraú
291,1,3,2019-12-04 12:24:00,Graduação,2022/1,E,Evadidos,2018-01-07 00:00:00,21,Dentro do prazo,4017,Não quis declarar cor/raça,20182,2019-12-04 00:00:00,2960,2018-01-07 00:00:00,Licenciatura,2018,Licenciatura,CE,11400,2018-11-26 00:00:00,Sisu,20 a 24 anos,M,2019-05-22 00:00:00,20182,8,0,Regular,Regular,Adulto (20 a 59 anos),2960,Acaraú,Não Retida,Acaraú
292,1,1,2016-06-06 18:24:00,Técnico,2017/1,E,Evadidos,2015-01-07 00:00:00,23,Dentro do prazo,6427,Preta,20152,2016-06-06 00:00:00,1080,2015-01-07 00:00:00,Subsequente,2015,Subsequente,CE,11201,2016-01-25 00:00:00,Seleção Técnico,20 a 24 anos,F,2016-06-22 00:00:00,20152,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1080,Acaraú,Não Retida,Acaraú
297,9,10,2019-12-04 12:29:00,Técnico,2015/2,E,Evadidos,2015-01-01 00:00:00,25,Fora do prazo,5929,Parda,20192,2019-12-04 00:00:00,800,2019-01-07 00:00:00,Subsequente,2015,Subsequente,CE,11203,2019-10-31 00:00:00,Seleção Técnico,25 a 29 anos,M,2020-04-27 00:00:00,20151,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Retida,Acaraú
298,1,1,2016-06-06 18:24:00,Básico,2015/2,E,Evadidos,2015-01-07 00:00:00,41,Dentro do prazo,6352,Não dispõe da informação,20152,2016-06-06 00:00:00,60,2015-01-07 00:00:00,Fic,2015,Fic,CE,111019,2016-02-03 00:00:00,Seleção Extensão,40 a 44 anos,M,2016-05-27 00:00:00,20152,1,0,Regular,Regular,Adulto (20 a 59 anos),60,Acaraú,Não Retida,Bela Cruz
299,3,4,2017-12-29 11:07:00,Técnico,2016/2,E,Evadidos,2016-01-01 00:00:00,22,Fora do prazo,5929,Branca,20172,2017-12-29 00:00:00,800,2017-01-07 00:00:00,Subsequente,2016,Subsequente,CE,11203,2017-11-16 00:00:00,Seleção Técnico,20 a 24 anos,M,2018-06-04 00:00:00,20161,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Retida,Acaraú
300,1,3,2019-02-27 19:51:00,Básico,2017/2,E,Evadidos,2017-01-01 00:00:00,30,Fora do prazo,7275,Parda,20171,2019-02-27 00:00:00,160,2017-01-01 00:00:00,Fic,2017,Fic,CE,111022,2017-05-22 00:00:00,Seleção Extensão,30 a 34 anos,M,2017-11-16 00:00:00,20171,2,0,Regular,Regular,Adulto (20 a 59 anos),160,Acaraú,Não Retida,Acaraú
302,1,3,2019-12-04 12:24:00,Técnico,2020/1,E,Evadidos,2018-01-07 00:00:00,27,Dentro do prazo,9884,Parda,20182,2019-12-04 00:00:00,1240,2018-01-07 00:00:00,Subsequente,2018,Subsequente,CE,11205,2018-11-26 00:00:00,Seleção Técnico,25 a 29 anos,M,2019-05-22 00:00:00,20182,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1240,Acaraú,Não Retida,Acaraú
306,1,2,2018-01-24 19:15:00,Graduação,2020/2,E,Evadidos,2017-01-01 00:00:00,28,Dentro do prazo,4017,Parda,20171,2018-01-24 00:00:00,2960,2017-01-01 00:00:00,Licenciatura,2017,Licenciatura,CE,11400,2017-05-15 00:00:00,Sisu,25 a 29 anos,M,2017-11-16 00:00:00,20171,8,0,Regular,Regular,Adulto (20 a 59 anos),2960,Acaraú,Não Retida,Acaraú
308,1,1,2016-06-06 18:24:00,Básico,2015/2,E,Evadidos,2015-01-07 00:00:00,41,Dentro do prazo,6352,Parda,20152,2016-06-06 00:00:00,60,2015-01-07 00:00:00,Fic,2015,Fic,CE,111019,2016-02-03 00:00:00,Seleção Extensão,40 a 44 anos,F,2016-05-27 00:00:00,20152,1,0,Regular,Regular,Adulto (20 a 59 anos),60,Acaraú,Não Retida,Acaraú
316,1,1,2016-06-06 18:24:00,Graduação,2019/1,E,Evadidos,2015-01-07 00:00:00,23,Dentro do prazo,4017,Parda,20152,2016-06-06 00:00:00,2960,2015-01-07 00:00:00,Licenciatura,2015,Licenciatura,CE,11400,2016-01-25 00:00:00,Sisu,20 a 24 anos,F,2015-05-12 00:00:00,20152,8,0,Regular,Regular,Adulto (20 a 59 anos),2960,Acaraú,Não Retida,Acaraú
326,1,1,2016-04-05 18:27:00,Básico,2015/1,E,Evadidos,2015-01-01 00:00:00,23,Dentro do prazo,6352,Não dispõe da informação,20151,2016-04-05 00:00:00,60,2015-01-01 00:00:00,Fic,2015,Fic,CE,111019,2015-05-27 00:00:00,Seleção Extensão,20 a 24 anos,F,2016-02-03 00:00:00,20151,1,0,Regular,Regular,Adulto (20 a 59 anos),60,Acaraú,Não Retida,Acaraú
329,1,2,2017-12-29 10:07:00,Técnico,2018/2,E,Evadidos,2017-01-01 00:00:00,24,Dentro do prazo,5158,Não dispõe da informação,20172,2017-12-29 00:00:00,1240,2017-01-07 00:00:00,Subsequente,2017,Subsequente,CE,11200,2017-11-16 00:00:00,Seleção Técnico,20 a 24 anos,M,2018-06-04 00:00:00,20171,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1240,Acaraú,Não Retida,Acaraú
337,1,2,2018-12-07 10:27:00,Técnico,2019/1,E,Evadidos,2017-01-07 00:00:00,27,Dentro do prazo,9884,Parda,20172,2018-12-07 00:00:00,1240,2017-01-07 00:00:00,Subsequente,2017,Subsequente,CE,11205,2017-11-16 00:00:00,Seleção Técnico,25 a 29 anos,M,2018-06-04 00:00:00,20172,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1240,Acaraú,Não Retida,Acaraú
340,5,5,2019-11-28 15:40:00,Graduação,2021/1,E,Evadidos,2017-01-07 00:00:00,33,Dentro do prazo,4017,Não dispõe da informação,20192,2019-11-28 00:00:00,2960,2019-01-07 00:00:00,Licenciatura,2017,Licenciatura,CE,11400,2019-10-31 00:00:00,Transferência Externa,30 a 34 anos,M,2020-04-27 00:00:00,20172,8,0,Regular,Regular,Adulto (20 a 59 anos),2960,Acaraú,Não Retida,Acaraú
342,1,2,2017-05-12 15:27:00,Técnico,2016/2,E,Evadidos,2016-01-01 00:00:00,21,Dentro do prazo,7083,Não dispõe da informação,20162,2017-05-12 00:00:00,800,2016-01-07 00:00:00,Subsequente,2016,Subsequente,CE,11204,2016-11-16 00:00:00,Seleção Técnico,20 a 24 anos,M,2017-05-15 00:00:00,20161,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Não Retida,Acaraú
345,1,3,2019-12-04 12:24:00,Técnico,2019/1,E,Evadidos,2018-01-07 00:00:00,22,Fora do prazo,5929,Branca,20182,2019-12-04 00:00:00,800,2018-01-07 00:00:00,Subsequente,2018,Subsequente,CE,11203,2018-11-26 00:00:00,Seleção Técnico,20 a 24 anos,M,2019-05-22 00:00:00,20182,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Não Retida,Acaraú
350,1,1,2019-11-07 17:24:00,Técnico,2020/1,E,Evadidos,2019-01-07 00:00:00,34,Dentro do prazo,7083,Parda,20192,2019-11-07 00:00:00,800,2019-01-07 00:00:00,Subsequente,2019,Subsequente,CE,11204,2019-10-31 00:00:00,Seleção Técnico,30 a 34 anos,F,2020-04-27 00:00:00,20192,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Não Retida,Acaraú
353,1,2,2017-12-29 11:07:00,Técnico,2017/2,M,Evadidos,2017-01-01 00:00:00,21,Dentro do prazo,5929,Parda,20172,2017-12-29 00:00:00,800,2017-01-07 00:00:00,Subsequente,2017,Subsequente,CE,11203,2017-11-16 00:00:00,Seleção Técnico,20 a 24 anos,F,2018-06-04 00:00:00,20171,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Não Retida,Acaraú
354,1,2,2016-02-26 14:51:00,Técnico,2015/2,E,Evadidos,2015-01-01 00:00:00,24,Dentro do prazo,5929,Não dispõe da informação,20152,2016-02-26 00:00:00,800,2015-01-07 00:00:00,Subsequente,2015,Subsequente,CE,11203,2016-01-25 00:00:00,Seleção Técnico,20 a 24 anos,F,2016-06-22 00:00:00,20151,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Não Retida,Acaraú
355,1,1,2016-06-06 18:24:00,Graduação,2019/1,E,Evadidos,2015-01-07 00:00:00,22,Dentro do prazo,4017,Parda,20152,2016-06-06 00:00:00,2960,2015-01-07 00:00:00,Licenciatura,2015,Licenciatura,CE,11400,2016-01-25 00:00:00,Vestibular,20 a 24 anos,M,2015-05-12 00:00:00,20152,8,0,Regular,Regular,Adulto (20 a 59 anos),2960,Acaraú,Não Retida,Acaraú
359,3,3,2017-06-22 15:24:00,Técnico,2017/2,E,Evadidos,2016-01-01 00:00:00,23,Dentro do prazo,6427,Parda,20171,2017-06-22 00:00:00,1080,2017-01-01 00:00:00,Subsequente,2016,Subsequente,CE,11201,2017-05-15 00:00:00,Seleção Técnico,20 a 24 anos,M,2017-11-16 00:00:00,20161,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1080,Acaraú,Não Retida,Itarema
360,5,5,2018-12-07 10:27:00,Técnico,2017/2,E,Evadidos,2016-01-01 00:00:00,32,Fora do prazo,4928,Parda,20181,2018-12-07 00:00:00,1480,2018-01-01 00:00:00,Subsequente,2016,Subsequente,CE,11202,2018-06-04 00:00:00,Seleção Técnico,30 a 34 anos,M,2018-11-26 00:00:00,20161,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1480,Acaraú,Retida,Acaraú
361,1,2,2019-12-04 12:24:00,Graduação,2022/2,E,Evadidos,2019-01-01 00:00:00,20,Dentro do prazo,7334,Parda,20191,2019-12-04 00:00:00,2800,2019-01-01 00:00:00,Licenciatura,2019,Licenciatura,CE,11401,2019-05-22 00:00:00,Sisu,20 a 24 anos,F,2019-10-31 00:00:00,20191,8,0,Regular,Regular,Adulto (20 a 59 anos),2800,Acaraú,Não Retida,Acaraú
362,3,2,2016-12-01 14:25:00,Técnico,2016/1,E,Evadidos,2015-01-07 00:00:00,25,Fora do prazo,5929,Branca,20161,2016-12-01 00:00:00,800,2016-01-01 00:00:00,Subsequente,2015,Subsequente,CE,11203,2016-06-22 00:00:00,Seleção Técnico,25 a 29 anos,M,2016-11-16 00:00:00,20152,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Retida,Acaraú
365,1,2,2018-12-07 11:05:00,Graduação,2021/1,E,Evadidos,2017-01-07 00:00:00,23,Dentro do prazo,7334,Parda,20172,2018-12-07 00:00:00,3200,2017-01-07 00:00:00,Licenciatura,2017,Licenciatura,CE,11401,2017-11-16 00:00:00,Sisu,20 a 24 anos,M,2018-06-04 00:00:00,20172,8,0,Regular,Regular,Adulto (20 a 59 anos),3200,Acaraú,Não Retida,Marco
369,1,2,2019-06-14 13:04:00,Técnico,2020/1,E,Evadidos,2018-01-07 00:00:00,19,Dentro do prazo,5158,Parda,20182,2019-06-14 00:00:00,1240,2018-01-07 00:00:00,Subsequente,2018,Subsequente,CE,11200,2018-11-26 00:00:00,Seleção Técnico,15 a 19 anos,F,2019-05-22 00:00:00,20182,4,0,Educação Profissional,Educação Profissional,Jovem (<= 19 anos),1240,Acaraú,Não Retida,Acaraú
370,1,2,2019-12-04 12:24:00,Técnico,2019/2,E,Evadidos,2019-01-01 00:00:00,20,Dentro do prazo,7083,Branca,20192,2019-12-04 00:00:00,800,2019-01-07 00:00:00,Subsequente,2019,Subsequente,CE,11204,2019-10-31 00:00:00,Seleção Técnico,20 a 24 anos,M,2020-04-27 00:00:00,20191,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Não Retida,Acaraú
372,3,3,2017-05-12 15:25:00,Técnico,2017/1,E,Evadidos,2015-01-07 00:00:00,23,Dentro do prazo,4928,Preta,20162,2017-05-12 00:00:00,1480,2016-01-07 00:00:00,Subsequente,2015,Subsequente,CE,11202,2016-11-16 00:00:00,Seleção Técnico,20 a 24 anos,F,2017-05-15 00:00:00,20152,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1480,Acaraú,Não Retida,Acaraú
374,1,2,2017-08-09 15:17:00,Básico,2015/1,E,Evadidos,2015-01-01 00:00:00,35,Dentro do prazo,6352,Parda,20152,2017-08-09 00:00:00,60,2015-01-07 00:00:00,Fic,2015,Fic,CE,111019,2016-02-03 00:00:00,Seleção Extensão,35 a 39 anos,M,2016-05-27 00:00:00,20151,1,0,Regular,Regular,Adulto (20 a 59 anos),60,Acaraú,Não Retida,Acaraú
376,1,2,2017-05-12 15:32:00,Técnico,2017/2,E,Evadidos,2016-01-01 00:00:00,24,Dentro do prazo,6427,Parda,20162,2017-05-12 00:00:00,1080,2016-01-07 00:00:00,Subsequente,2016,Subsequente,CE,11201,2016-11-16 00:00:00,Seleção Técnico,20 a 24 anos,F,2017-05-15 00:00:00,20161,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1080,Acaraú,Não Retida,Acaraú
381,1,2,2016-12-01 18:28:00,Técnico,2017/2,E,Evadidos,2016-01-01 00:00:00,22,Dentro do prazo,4928,Não dispõe da informação,20162,2016-12-01 00:00:00,1480,2016-01-07 00:00:00,Subsequente,2016,Subsequente,CE,11202,2016-11-16 00:00:00,Seleção Técnico,20 a 24 anos,M,2017-05-15 00:00:00,20161,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1480,Acaraú,Não Retida,Acaraú
384,1,2,2018-12-07 10:27:00,Técnico,2019/1,E,Evadidos,2017-01-07 00:00:00,23,Dentro do prazo,6427,Branca,20172,2018-12-07 00:00:00,1080,2017-01-07 00:00:00,Subsequente,2017,Subsequente,CE,11201,2017-11-16 00:00:00,Seleção Técnico,20 a 24 anos,M,2018-06-04 00:00:00,20172,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1080,Acaraú,Não Retida,Acaraú
386,1,2,2016-02-26 11:13:00,Técnico,2015/2,E,Evadidos,2015-01-01 00:00:00,24,Dentro do prazo,5929,Não dispõe da informação,20152,2016-02-26 00:00:00,800,2015-01-07 00:00:00,Subsequente,2015,Subsequente,CE,11203,2016-01-25 00:00:00,Seleção Técnico,20 a 24 anos,M,2016-06-22 00:00:00,20151,2,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Acaraú,Não Retida,Acaraú
387,1,2,2017-05-12 15:24:00,Técnico,2017/2,E,Evadidos,2016-01-01 00:00:00,23,Dentro do prazo,4928,Não dispõe da informação,20162,2017-05-12 00:00:00,1480,2016-01-07 00:00:00,Subsequente,2016,Subsequente,CE,11202,2016-11-16 00:00:00,Seleção Técnico,20 a 24 anos,M,2017-05-15 00:00:00,20161,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1480,Acaraú,Não Retida,Acaraú
388,7,8,2019-12-04 12:29:00,Técnico,2017/2,E,Evadidos,2016-01-01 00:00:00,24,Fora do prazo,5158,Parda,20192,2019-12-04 00:00:00,1240,2019-01-07 00:00:00,Subsequente,2016,Subsequente,CE,11200,2019-10-31 00:00:00,Seleção Técnico,20 a 24 anos,F,2020-04-27 00:00:00,20161,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1240,Acaraú,Retida,Itarema
389,1,2,2016-11-21 16:06:00,Técnico,2017/2,E,Evadidos,2016-01-01 00:00:00,24,Dentro do prazo,6427,Parda,20162,2016-11-21 00:00:00,1080,2016-01-07 00:00:00,Subsequente,2016,Subsequente,CE,11201,2016-11-16 00:00:00,Seleção Técnico,20 a 24 anos,M,2017-05-15 00:00:00,20161,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1080,Acaraú,Não Retida,Acaraú
390,1,3,2019-10-24 21:24:00,Graduação,2022/1,E,Evadidos,2018-01-07 00:00:00,26,Dentro do prazo,4017,Parda,20182,2019-10-24 00:00:00,2960,2018-01-07 00:00:00,Licenciatura,2018,Licenciatura,CE,11400,2018-11-26 00:00:00,Sisu,25 a 29 anos,F,2019-05-22 00:00:00,20182,8,0,Regular,Regular,Adulto (20 a 59 anos),2960,Acaraú,Não Retida,Itarema
393,1,1,2018-11-16 13:26:00,Graduação,2022/1,E,Evadidos,2018-01-07 00:00:00,22,Dentro do prazo,12166,Parda,20182,2018-11-16 00:00:00,2800,2018-01-07 00:00:00,Licenciatura,2018,Licenciatura,CE,11401,2018-11-26 00:00:00,Sisu,20 a 24 anos,M,2019-05-22 00:00:00,20182,8,0,Regular,Regular,Adulto (20 a 59 anos),2800,Acaraú,Não Retida,Itarema
404,1,1,2016-06-06 18:24:00,Graduação,2019/1,M,Evadidos,2015-01-07 00:00:00,43,Dentro do prazo,4017,Parda,20152,2016-06-06 00:00:00,2960,2015-01-07 00:00:00,Licenciatura,2015,Licenciatura,CE,11400,2016-01-25 00:00:00,Sisu,40 a 44 anos,M,2015-05-12 00:00:00,20152,8,0,Regular,Regular,Adulto (20 a 59 anos),2960,Acaraú,Não Retida,Acaraú
410,1,1,2015-12-10 17:47:00,Básico,2015/1,E,Evadidos,2015-01-01 00:00:00,24,Dentro do prazo,6352,Parda,20151,2015-12-10 00:00:00,60,2015-01-01 00:00:00,Fic,2015,Fic,CE,111019,2015-05-27 00:00:00,Seleção Extensão,20 a 24 anos,M,2016-02-03 00:00:00,20151,1,0,Regular,Regular,Adulto (20 a 59 anos),60,Acaraú,Não Retida,Itarema
412,1,1,2016-12-07 15:06:00,Graduação,2020/1,E,Evadidos,2016-01-07 00:00:00,22,Dentro do prazo,4017,Parda,20162,2016-12-07 00:00:00,2960,2016-01-07 00:00:00,Licenciatura,2016,Licenciatura,CE,11400,2016-11-16 00:00:00,Sisu,20 a 24 anos,F,2017-05-15 00:00:00,20162,8,0,Regular,Regular,Adulto (20 a 59 anos),2960,Acaraú,Não Retida,Acaraú
422,1,1,2015-09-11 09:20:00,Graduação,2018/2,E,Evadidos,2015-01-01 00:00:00,24,Dentro do prazo,4017,Não dispõe da informação,20151,2015-09-11 00:00:00,2960,2015-01-01 00:00:00,Licenciatura,2015,Licenciatura,CE,11400,2015-05-12 00:00:00,Sisu,20 a 24 anos,F,2016-01-25 00:00:00,20151,8,0,Regular,Regular,Adulto (20 a 59 anos),2960,Acaraú,Não Retida,Jijoca de Jericoacoara
423,1,1,2019-11-07 17:24:00,Graduação,2023/1,E,Evadidos,2019-01-07 00:00:00,20,Dentro do prazo,4017,Parda,20192,2019-11-07 00:00:00,2960,2019-01-07 00:00:00,Licenciatura,2019,Licenciatura,CE,11400,2019-10-31 00:00:00,Sisu,20 a 24 anos,F,2020-04-27 00:00:00,20192,8,0,Regular,Regular,Adulto (20 a 59 anos),2960,Acaraú,Não Retida,Jijoca de Jericoacoara
425,1,1,2016-06-06 18:24:00,Básico,2016/1,E,Evadidos,2015-01-07 00:00:00,23,Dentro do prazo,7276,Branca,20152,2016-06-06 00:00:00,160,2015-01-07 00:00:00,Fic,2015,Fic,CE,111023,2016-02-03 00:00:00,Seleção Extensão,20 a 24 anos,F,2016-07-11 00:00:00,20152,2,0,Regular,Regular,Adulto (20 a 59 anos),160,Acaraú,Não Retida,Acaraú
431,1,2,2018-12-07 10:27:00,Técnico,2019/1,E,Evadidos,2017-01-07 00:00:00,28,Dentro do prazo,9884,Preta,20172,2018-12-07 00:00:00,1240,2017-01-07 00:00:00,Subsequente,2017,Subsequente,CE,11205,2017-11-16 00:00:00,Seleção Técnico,25 a 29 anos,F,2018-06-04 00:00:00,20172,4,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1240,Acaraú,Não Retida,Acaraú
